row_id,date,post_type,keyword_category,language,like_count,retweet_count,reply_count,quote_count,text,hashtags,tweet_id,retweeted_tweet,quoted_tweet,url,user,raw_content,in_reply_to_screen_name,dataset_split,sampling_strategy,sampled_at
277,2024-08-18,reply,democrat,en,3,0,1,0,"@ThePatriot420 @MarindaVannoy1 @POTUS When drug costs drop precipitously, it doesn't cost people/insurers more. It costs them LESS. Biden intends to continue to work to see those costs plummet and so does Harris. And if you ever end up with cancer and have huge bills, you will understand the need for this.",[],1825318675513286912,False,False,https://twitter.com/canyonslm/status/1825318675513286827,"""{'id': 3278978311, 'id_str': '3278978311', 'url': 'https://twitter.com/Honkers', 'username': 'Honkers', 'rawDescription': '#NeverAgain. Keep Wildlands Wild. No lists. \ud83c\udf0d\ud83c\udf0a Animal lover, birder. If you are anti-vax, get the hell off my feed. Harris/Walz 2024 #rightmatters \u2764\ufe0fUkraine', 'created': datetime.datetime(2015, 7, 13, 22, 29, 2, tzinfo=datetime.timezone.utc), 'followersCount': 5040, 'friendsCount': 5037, 'statusesCount': 35124, 'favouritesCount': 98278, 'listedCount': 7, 'mediaCount': 808, 'location': 'Reality', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/972196404008337408/i7cJc8eL_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@ThePatriot420 @MarindaVannoy1 @POTUS When drug costs drop precipitously, it doesn't cost people/insurers more. It costs them LESS. Biden intends to continue to work to see those costs plummet and so does Harris. And if you ever end up with cancer and have huge bills, you will understand the need for this.",ThePatriot420,,topic_diversified,2026-02-17 12:12:19.135327
489,2024-08-13,tweet,neutral,en,32410,5300,3537,257,"trump just said the real threat is ""nuclear warming,"" right before accusing President Biden of saying stupid things. 🙄

WTF is nuclear warming?",[],1823169956491472896,False,False,https://twitter.com/mmpadellan/status/1823169956491472985,"""{'id': 1640929196, 'id_str': '1640929196', 'url': 'https://twitter.com/BrooklynDad_Defiant!\u262e\ufe0f', 'username': 'BrooklynDad_Defiant!\u262e\ufe0f', 'rawDescription': 'Proud papa. Perpetually pissed.\\n#BlueWave2024, #Feminist.\\n\\nAuthor of The Bigliest Loser\\nON SALE NOW: https://t.co/dWPF5Dafsl\\n\\n\ud83d\udc49Sr. Advisor, @ReallyAmerican1\ud83d\udc48', 'created': datetime.datetime(2013, 8, 2, 17, 20, 38, tzinfo=datetime.timezone.utc), 'followersCount': 1382910, 'friendsCount': 41547, 'statusesCount': 152723, 'favouritesCount': 410169, 'listedCount': 6538, 'mediaCount': 20568, 'location': 'Brooklyn, NY', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1286711762725871617/gA2IaqbR_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","trump just said the real threat is ""nuclear warming,"" right before accusing President Biden of saying stupid things. 🙄

WTF is nuclear warming?",,,topic_diversified,2026-02-17 12:12:19.135327
428,2024-08-04,reply,neutral,en,1,1,0,0,"@atensnut Trump could NEVA! 🤣🤣🤣 Biden is a lawyer, Trump is a dumb entertainer being used by white Christian Nationalist. He's a thin skin old man who can't even handle women reporters without attacking them. 🤣🤣🤣 #HannibalLector #Project2025 
#VoteBlueAsifYourLivesDependonit","""[{'indices': [213, 228], 'text': 'HannibalLector'}, {'indices': [229, 241], 'text': 'Project2025'}, {'indices': [243, 275], 'text': 'VoteBlueAsifYourLivesDependonit'}]""",1820218058515833088,False,False,https://twitter.com/sharon_mytweets/status/1820218058515833283,"""{'id': 606875235, 'id_str': '606875235', 'url': 'https://twitter.com/SharonA.M', 'username': 'SharonA.M', 'rawDescription': \""Mom, HOT Granny, Love all people\u2764\ud83c\udf0a NO DM'S\ud83d\udeab\"", 'created': datetime.datetime(2012, 6, 13, 1, 32, 54, tzinfo=datetime.timezone.utc), 'followersCount': 1896, 'friendsCount': 5007, 'statusesCount': 33161, 'favouritesCount': 109388, 'listedCount': 4, 'mediaCount': 3002, 'location': 'south', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/3739563504/8b23a5422e05be171b8b5eb9429d62af_normal.jpeg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@atensnut Trump could NEVA! 🤣🤣🤣 Biden is a lawyer, Trump is a dumb entertainer being used by white Christian Nationalist. He's a thin skin old man who can't even handle women reporters without attacking them. 🤣🤣🤣 #HannibalLector #Project2025 
#VoteBlueAsifYourLivesDependonit",atensnut,,topic_diversified,2026-02-17 12:12:19.135327
298,2024-08-15,reply,democrat,en,0,0,0,0,@guypbenson Kamala Harris will be Biden 2.0 and Obama 3.0,[],1824063039425167872,False,False,https://twitter.com/LuganJames19/status/1824063039425167716,"""{'id': 1639051822940946434, 'id_str': '1639051822940946434', 'url': 'https://twitter.com/luganville james', 'username': 'luganville james', 'rawDescription': '\u2018What can be unburdened by what has been\u2019 Black MAGA Trump 2024/ Keep men out of women\u2019s sport X', 'created': datetime.datetime(2023, 3, 23, 23, 50, 9, tzinfo=datetime.timezone.utc), 'followersCount': 119, 'friendsCount': 596, 'statusesCount': 2030, 'favouritesCount': 5223, 'listedCount': 4, 'mediaCount': 61, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1639052095059034113/JaCkjWva_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@guypbenson Kamala Harris will be Biden 2.0 and Obama 3.0,guypbenson,,topic_diversified,2026-02-17 12:12:19.135327
61,2024-08-10,reply,republican,en,0,0,0,0,@akafacehots Yeah Yeah yeah and Hillary’s emails…  MAGA  ploys  are  so predictable and  stale.,[],1822315371027702272,False,False,https://twitter.com/JerryT78531127/status/1822315371027702146,"""{'id': 914855244, 'id_str': '914855244', 'url': 'https://twitter.com/Jerry T', 'username': 'Jerry T', 'rawDescription': '', 'created': datetime.datetime(2012, 10, 30, 15, 21, 2, tzinfo=datetime.timezone.utc), 'followersCount': 116, 'friendsCount': 48, 'statusesCount': 556, 'favouritesCount': 1541, 'listedCount': 0, 'mediaCount': 25, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@akafacehots Yeah Yeah yeah and Hillary’s emails…  MAGA  ploys  are  so predictable and  stale.,akafacehots,,topic_diversified,2026-02-17 12:12:19.135327
10,2024-08-13,tweet,republican,en,3,0,0,0,"lol gop “They brought Mitch McConnell into the greenhouse, and they sent every single Hispanic worker home before he got there,” Hester said. “He then proceeded to have a speech about how we were taking the jobs from the Mexicans.”",[],1823362551603679488,False,False,https://twitter.com/joey_blau/status/1823362551603679612,"""{'id': 1029594979, 'id_str': '1029594979', 'url': \""https://twitter.com/What Time is it: It's a bright dawn of a new era!\"", 'username': \""What Time is it: It's a bright dawn of a new era!\"", 'rawDescription': 'living the best life. Retd on a lake for years: sailing, bass fishing and ribs! studying gauge theories of the Standard Model and fractal gravity vs dark matter', 'created': datetime.datetime(2012, 12, 23, 1, 8, tzinfo=datetime.timezone.utc), 'followersCount': 571, 'friendsCount': 1189, 'statusesCount': 56373, 'favouritesCount': 36403, 'listedCount': 14, 'mediaCount': 1708, 'location': 'NE PA! best place on Earth! ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1811409502454861824/6E_zOFzB_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","lol gop “They brought Mitch McConnell into the greenhouse, and they sent every single Hispanic worker home before he got there,” Hester said. “He then proceeded to have a speech about how we were taking the jobs from the Mexicans.”",,,topic_diversified,2026-02-17 12:12:19.135327
218,2024-08-11,reply,democrat,en,0,0,0,0,@NHAunleashed Not this time… we are barely making it through Biden,[],1822529339218419968,False,False,https://twitter.com/staytappedin/status/1822529339218419718,"""{'id': 111797092, 'id_str': '111797092', 'url': 'https://twitter.com/J. Morris', 'username': 'J. Morris', 'rawDescription': '- Husband - Father - CEO - \ud83d\ude4f\ud83c\udffb', 'created': datetime.datetime(2010, 2, 6, 4, 52, 7, tzinfo=datetime.timezone.utc), 'followersCount': 2630, 'friendsCount': 2474, 'statusesCount': 688, 'favouritesCount': 11512, 'listedCount': 28, 'mediaCount': 22, 'location': 'Everywhere ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1804660635726491648/2tWCFaM2_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@NHAunleashed Not this time… we are barely making it through Biden,NHAunleashed,,topic_diversified,2026-02-17 12:12:19.135327
254,2024-08-09,reply,democrat,en,0,0,0,0,"@TheLeoTerrell Who is the REAL president now? It ain't Creepy Joe Biden, that's for sure.",[],1821926641733402368,False,False,https://twitter.com/JakeLau10/status/1821926641733402638,"""{'id': 1134815279316385792, 'id_str': '1134815279316385792', 'url': 'https://twitter.com/JakeLau', 'username': 'JakeLau', 'rawDescription': 'Active military, USAF Flight Crewman. President Trump = best president since George Washington. I am a MAGA Patriot.', 'created': datetime.datetime(2019, 6, 1, 13, 33, 41, tzinfo=datetime.timezone.utc), 'followersCount': 733, 'friendsCount': 1442, 'statusesCount': 3439, 'favouritesCount': 4222, 'listedCount': 0, 'mediaCount': 10, 'location': 'USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1661348333862920192/udKSf8Yg_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""","@TheLeoTerrell Who is the REAL president now? It ain't Creepy Joe Biden, that's for sure.",TheLeoTerrell,,topic_diversified,2026-02-17 12:12:19.135327
264,2024-08-20,tweet,democrat,en,0,0,0,0,Biden lied !,[],1825842133175050496,False,False,https://twitter.com/georgeferragut/status/1825842133175050603,"""{'id': 22557780, 'id_str': '22557780', 'url': 'https://twitter.com/GeorgeFerragut', 'username': 'GeorgeFerragut', 'rawDescription': '\u26f3\ufe0f', 'created': datetime.datetime(2009, 3, 3, 0, 17, 31, tzinfo=datetime.timezone.utc), 'followersCount': 1733, 'friendsCount': 5740, 'statusesCount': 41343, 'favouritesCount': 141340, 'listedCount': 1, 'mediaCount': 2778, 'location': 'FJB ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1805712256136519680/7ku1z8-g_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",Biden lied !,,,topic_diversified,2026-02-17 12:12:19.135327
34,2024-08-12,reply,republican,en,0,0,0,0,@marla_vous That is the MAGA nominee. A populist authoritarian organization. The GOP died in 2020. 1 down 1 to go.,[],1822792848032316928,False,False,https://twitter.com/WalterN94028476/status/1822792848032317446,"""{'id': 1258618454866661377, 'id_str': '1258618454866661377', 'url': 'https://twitter.com/Walter Newman', 'username': 'Walter Newman', 'rawDescription': \""#Resist, Native Texan, B of L E & T / I B T retired, Union Strong, Pilot, Lifetime Yella Dog Democrat, TX-04, No DM's unless following.\"", 'created': datetime.datetime(2020, 5, 8, 4, 43, 40, tzinfo=datetime.timezone.utc), 'followersCount': 3489, 'friendsCount': 5255, 'statusesCount': 42364, 'favouritesCount': 12928, 'listedCount': 11, 'mediaCount': 8506, 'location': 'Lake Texoma AKA Texomaland', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1848858268258779136/-rfMLJar_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",@marla_vous That is the MAGA nominee. A populist authoritarian organization. The GOP died in 2020. 1 down 1 to go.,marla_vous,,topic_diversified,2026-02-17 12:12:19.135327
